,1,2,3,4,5,6,7,8,9,10
LSv,0.05731922398589065,0.11434450323339213,0.14168136390358613,0.26719576719576715,0.24074074074074076,0.13256907701352147,0.04556143445032334,0.0,0.0005878894767783657,0.0
SF,0.039518526575302734,0.10729823798129215,0.16498078456964685,0.20669277064752373,0.18533826408527299,0.13115437604234645,0.09172648828946413,0.047766659415560866,0.01190994126604307,0.008320643898194474
AAA,0.033279408366073494,0.15553501271088516,0.197134273168477,0.1902010630922117,0.19158770510746476,0.09221169401432863,0.07742084585162931,0.027963947307603425,0.012710885139819736,0.006008782066096603
CEA,0.02979700667561939,0.10371538117202857,0.17161985948113115,0.20758646192172203,0.1837449640917849,0.13577003172378896,0.0778692512796559,0.05027150113855316,0.02008524551877153,0.01169693077207528
IA,0.04301360183713123,0.1309839251015721,0.21877760113054223,0.19757993287405043,0.17982688570923858,0.1084614025790496,0.062356474121179985,0.025702172760996282,0.015633280339162687,0.01174704115880586
MEA,0.06586219135020027,0.19571059169497537,0.23759063022866703,0.24930284439486888,0.14019165441362874,0.07382244080515134,0.020382294782740958,0.01232064087613446,0.0027886224205242605,0.0019266845814531254
GPe,0.02752889235164264,0.08524866900402545,0.1649136475782366,0.2089988313206077,0.1793273600831061,0.14550058433969615,0.07758732632125698,0.050772626931567325,0.028957278275548632,0.02025710946630308
SI,0.02578858103554263,0.08217610593907618,0.14741780908155033,0.19210345057435518,0.18848919797661112,0.15128387436028476,0.09628872545752147,0.05960924596914556,0.03142844446419447,0.013227572007317384
MA,0.042899408284023666,0.10835798816568049,0.2355769230769231,0.26701183431952663,0.1198224852071006,0.08875739644970414,0.04807692307692308,0.04031065088757397,0.03920118343195267,0.009985207100591717
MS,0.030598172728839863,0.11592828822616791,0.1820375797276332,0.19677641785898986,0.16195483537321154,0.11575590415445615,0.09455266333390797,0.06766074814687124,0.020255128426133428,0.014480262023789006
NDB,0.02038252128996231,0.1331844199357811,0.19391316487505234,0.1982409604914142,0.1994974172832612,0.12159709618874774,0.06924472986178976,0.05011866536367444,0.010470473265391597,0.0033505514449253104
TRS,0.049745576061365544,0.14642667274246224,0.17361585782638417,0.1572112098427888,0.23186754765702136,0.14057871952608797,0.06409964304701148,0.0177717019822283,0.017164122427280323,0.0015189488873699403
BST,0.04674910595027791,0.11676504804170797,0.20328320909991815,0.19944848980998753,0.16506527640139604,0.1267180835020897,0.07023137575940368,0.04381920806583653,0.020940152527036928,0.004610280494635702
VM,0.008594704684317719,0.03337406653088934,0.07433129667345553,0.12264765784114054,0.1653767820773931,0.17571622539035983,0.149918533604888,0.12194161575016974,0.07085539714867618,0.03928716904276986
VPL,0.017706509629158047,0.09497851344898935,0.12450262613401243,0.1081489734203406,0.15076396625815697,0.1476205634251154,0.11109342670698712,0.11352061117300653,0.06792137513926469,0.03406016234282986
VPM,0.030413309072004163,0.10082067659400648,0.1253852723829329,0.13687845816777455,0.15793382598685435,0.13075123472835978,0.1139106539418471,0.08914181737160683,0.05869137361209106,0.026495599539529877
MG,0.14553990610328638,0.21971830985915491,0.18309859154929578,0.11408450704225351,0.06291079812206574,0.06267605633802817,0.062206572769953054,0.09131455399061032,0.007746478873239437,0.04225352112676056
LGd,0.030642579464898234,0.04882231877429682,0.0696318316944889,0.10770638005945575,0.14223645094900525,0.13994969128744567,0.1344614680997027,0.10553395838097414,0.05168076835124628,0.06311456665904412
LP,0.005980484734025808,0.033889413492812916,0.09316965690903366,0.14993180148987512,0.17332913650194098,0.19431329346343507,0.14940719756583776,0.08970727101038714,0.05413912496065469,0.02822369111320952
PO,0.004821988266495218,0.05239893916258138,0.06702563690428354,0.10881620188057542,0.13075624849312867,0.15277666157679018,0.16113477457204856,0.12858635377320582,0.08976934822791932,0.05272040504701439
AM,0.013443335420426507,0.050237560310854114,0.09439799639055653,0.15306986851313029,0.19214761887223308,0.17480019152149096,0.11741740635704027,0.10294280137011529,0.03966704725424479,0.02828625096681522
MD,0.01156434927948683,0.033575010163978854,0.06851651081899082,0.10936441252202193,0.15862583005827346,0.17620951348421193,0.16273659484121603,0.12633825721642494,0.076512174188011,0.04152550029362605
SMT,0.0017582969637979216,0.02135074884611762,0.0600332820496719,0.0957643882068511,0.13124430908348772,0.17344343621463784,0.15542089233570913,0.14851329712078873,0.10421049326509468,0.05328267763509059
PVT,0.030769230769230778,0.08869195320808225,0.1502304147465438,0.16604041120170157,0.19007444168734497,0.174406238922368,0.1003899326479972,0.03771712158808934,0.017015242821694438,0.019709322935129392
PT,0.015380268044566445,0.04836105280155013,0.09494590666881964,0.18714677862102372,0.21342644921685772,0.15896980461811722,0.12049895042790247,0.07052317132246083,0.04440497335701598,0.031123849507508475
RE,0.017951534289833187,0.04932381410036385,0.11731996979474156,0.1975698496601909,0.19547607606233272,0.1984966019084232,0.11436809226333496,0.06092537928193864,0.03456442644333082,0.008512391020800442
CM,0.021631921093925126,0.043319883434207576,0.10900022416498542,0.1507509527011881,0.23212284241201525,0.1865613091235149,0.11107375028020623,0.07459089890159158,0.04382425465142345,0.014346559067473662
RT,0.03936265263575896,0.09803434925047157,0.11764121910056587,0.16966147125980344,0.15323141070187632,0.16469770674079223,0.09560210463615607,0.07847711704556737,0.03241338230914326,0.019259406333763527
IGL,0.07481751824817517,0.12956204379562045,0.07360097323600974,0.17274939172749393,0.09854014598540146,0.08394160583941605,0.1070559610705596,0.12226277372262774,0.06569343065693431,0.03710462287104623
LGv,0.003930951974021534,0.017091095539224062,0.013160143565202528,0.08152452572209877,0.10357203896769782,0.17227824303537853,0.16595453768586563,0.13177234660741752,0.09451375833190906,0.08870278584857287
ARH,0.17702312138728324,0.20664739884393066,0.2514450867052023,0.1726878612716763,0.08598265895953758,0.07008670520231214,0.025289017341040464,0.01083815028901734,0.0,0.0
DMH,0.03687943262411347,0.43073286052009463,0.3111111111111111,0.1484633569739953,0.07281323877068559,0.0,0.0,0.0,0.0,0.0
MPO,0.10354872881355932,0.19359110169491525,0.22775423728813557,0.1808792372881356,0.140625,0.07706567796610168,0.03734110169491526,0.03363347457627119,0.005561440677966102,0.0
SBPV,0.05525606469002694,0.27156334231805923,0.2088948787061994,0.17924528301886786,0.1415094339622641,0.05795148247978435,0.034366576819406996,0.029649595687331526,0.018867924528301883,0.0026954177897574117
SCH,0.040318566450970636,0.10751617720258835,0.25037332005973123,0.2563464410154306,0.19213539074166253,0.06719761075161773,0.07317073170731707,0.008959681433549029,0.003982080637132902,0.0
AHN,0.04165247985472705,0.2046305754170923,0.22993984791737604,0.2552491204176598,0.146294404721371,0.06843718079673136,0.032005447735784814,0.021790943139257748,0.0,0.0
TMv,0.0430178254291916,0.10307176215220679,0.1910149312635664,0.20417022955995523,0.20759060711701635,0.13510491350391368,0.06597382095639018,0.024534631322765243,0.012365980398605536,0.00861672038413471
MPN,0.1427297056199822,0.3715432649420161,0.2292595896520964,0.14406779661016952,0.06467439785905442,0.04014272970561999,0.004014272970561999,0.0035682426404995546,0.0,0.0
PMv,0.1023262885814201,0.20434848715219703,0.2882773300897065,0.22989204804622165,0.09441994830469819,0.057016876995590694,0.01566063554812224,0.007906340276721909,0.00015204500532157517,0.0
PH,0.0655931293612453,0.22565754159957058,0.25485775630703167,0.22962962962962963,0.12689210950080515,0.05249597423510467,0.025120772946859903,0.01266774020397209,0.003864734299516908,0.00322061191626409
LHA,0.031831720029784065,0.12946760982874161,0.22468354430379747,0.24274013402829486,0.19089724497393892,0.10368577810871184,0.047933730454207,0.02056962025316456,0.006608339538346984,0.0015822784810126582
PSTN,0.020180120080053373,0.08755837224816546,0.1812875250166778,0.18762508338892597,0.22431621080720487,0.12708472314876587,0.09806537691794531,0.04836557705136759,0.020180120080053373,0.0026684456304202804
TU,0.06931447225244831,0.1632208922742111,0.21164309031556042,0.21817192600652882,0.17595212187159956,0.09869423286180631,0.04700761697497279,0.014581066376496192,0.0014145810663764961,0.0
ZI,0.01360388581887297,0.04089965154341628,0.08633979796557671,0.1678575199746577,0.1751962268135581,0.17959593115342648,0.13720038013445496,0.08278483685896307,0.05584104748160923,0.03621836612579634
SCs,0.040279269602577876,0.13533834586466167,0.16890440386680988,0.22798066595059077,0.19683136412459723,0.144468313641246,0.052631578947368425,0.01691729323308271,0.008861439312567132,0.006713211600429646
IC,0.0518018018018018,0.14029160739687052,0.2179943100995732,0.2389165481270744,0.16903745851114269,0.10461119013750592,0.046586059743954474,0.017899478425794212,0.01001659554291133,0.0021929824561403503
SNr,0.0403870424905343,0.17795540597391674,0.21539755994951626,0.23432898611695419,0.18805216659655033,0.07698779974758099,0.0382835506941523,0.010938157341186371,0.00378628523348759,0.008834665544804377
VTA,0.039984621299500187,0.13097526592336278,0.21376393694732793,0.21991541714725102,0.15878508266051516,0.12828399333589643,0.06420607458669741,0.02332436242470844,0.005126233499935922,0.01499423298731257
MRN,0.06403990527535648,0.17398095430039806,0.25893082077895907,0.22366100670126468,0.15614450546682118,0.07673703834332644,0.028770091197662117,0.014813321912631633,0.0009069380762835692,0.0017131052552022976
SCm,0.05921310755033822,0.16845838760809181,0.24531144556568688,0.21831792714888815,0.1532196048274455,0.08728950548502018,0.04494734694518119,0.014187291074875628,0.005335928059134639,0.002197146847878969
PAG,0.0678372098593911,0.16897022540541837,0.2556590892758761,0.2502215728076269,0.13965075334754595,0.07380171030253671,0.027307351426449807,0.01130620164323185,0.004215871799171198,0.0010300141327520542
APN,0.11093247588424437,0.13344051446945338,0.20257234726688103,0.30064308681672025,0.15112540192926044,0.10128617363344052,0.0,0.0,0.0,0.0
SNc,0.023538642604943115,0.0690466849744998,0.16594743036484896,0.23264025107885444,0.2706943899568458,0.15457041977245978,0.04746959591996862,0.03060023538642605,0.005492349941153394,0.0
DR,0.019085411942554798,0.09750566893424037,0.21825396825396826,0.23563869992441422,0.21409674981103555,0.12509448223733938,0.05895691609977324,0.021164021164021166,0.006046863189720332,0.0041572184429327285
NLL,0.0,0.2777777777777778,0.2777777777777778,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0
PSV,0.06666666666666667,0.13103448275862067,0.20919540229885056,0.2206896551724138,0.17701149425287355,0.1264367816091954,0.059770114942528735,0.0,0.009195402298850575,0.0
PB,0.06941473847948668,0.210383044915419,0.2529651954112386,0.2097997277853393,0.1495236243437682,0.06610927474236827,0.026443709896947307,0.007194244604316547,0.005444293214077387,0.00038887808671981335
SOC,0.026548672566371685,0.4424778761061947,0.18584070796460178,0.14159292035398233,0.1769911504424779,0.026548672566371685,0.0,0.0,0.0,0.0
PG,0.0588235294117647,0.16079945491710196,0.2226322961617079,0.24642289348171698,0.15591642062230296,0.08937088348853053,0.038099023393141036,0.02254144901203724,0.0030660913013854187,0.0014194867136043605
PRNc,0.0617283950617284,0.09135802469135804,0.2806584362139918,0.21646090534979426,0.2156378600823045,0.06502057613168724,0.023868312757201644,0.03621399176954732,0.0,0.00905349794238683
TRN,0.050752406766987564,0.1262734835031311,0.1877745583699411,0.21777736237031498,0.18870922516122998,0.11907654921020655,0.06477240863632114,0.03252640433685391,0.011029068137209084,0.0011216001495466866
CS,0.09269009428186605,0.21990939145341004,0.2527243785967919,0.18599240847312354,0.14068813517815598,0.051181584425125506,0.04101873392922738,0.015795273662299495,0.0,0.0
PRNr,0.06342978584273336,0.2166094490763446,0.2769331371587379,0.30897498773908777,0.08402811835867255,0.03547490599967304,0.012097433382376982,0.0022887036128821318,0.00016347882949158083,0.0
VCO,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CU,0.024999999999999998,0.13,0.36999999999999994,0.19,0.06,0.045,0.024999999999999998,0.09,0.05499999999999999,0.0
GR,0.0,0.12307692307692307,0.061538461538461535,0.07692307692307691,0.5076923076923077,0.19999999999999998,0.030769230769230767,0.0,0.0,0.0
NTS,0.07240437158469945,0.19262295081967215,0.24453551912568305,0.20901639344262293,0.15300546448087432,0.07650273224043716,0.03005464480874317,0.01639344262295082,0.00546448087431694,0.0
SPVC,0.0167890870933893,0.06190975865687304,0.23294858342077654,0.1920251836306401,0.24134312696747118,0.12067156348373559,0.058761804826862545,0.0167890870933893,0.006295907660020987,0.04616998950682057
SPVI,0.125703564727955,0.19887429643527205,0.2682926829268293,0.09193245778611633,0.14258911819887432,0.022514071294559103,0.03377110694183866,0.0,0.09943714821763602,0.01688555347091933
SPVO,0.03883495145631069,0.13349514563106799,0.27912621359223305,0.15291262135922334,0.27912621359223305,0.08980582524271846,0.02184466019417476,0.004854368932038836,0.0,0.0
VII,0.08333333333333333,0.4010416666666667,0.15104166666666669,0.08333333333333333,0.19270833333333334,0.05729166666666667,0.0,0.03125,0.0,0.0
GRN,0.11469933184855233,0.22494432071269485,0.15256124721603564,0.21937639198218262,0.17817371937639198,0.09131403118040089,0.01893095768374165,0.0,0.0,0.0
IO,0.0797799174690509,0.11554332874828062,0.24759284731774417,0.23108665749656124,0.11691884456671253,0.12104539202200826,0.0674002751031637,0.011004126547455296,0.009628610729023384,0.0
IRN,0.09880239520958085,0.24251497005988026,0.18712574850299404,0.17964071856287428,0.18413173652694614,0.04041916167664671,0.06437125748502995,0.0029940119760479044,0.0,0.0
LRN,0.0,0.05172413793103448,0.15517241379310345,0.27586206896551724,0.5172413793103449,0.0,0.0,0.0,0.0,0.0
MARN,0.11764705882352941,0.25330132052821125,0.3157262905162065,0.15726290516206484,0.1056422569027611,0.03361344537815126,0.013205282112845138,0.0,0.003601440576230492,0.0
MDRNd,0.03411513859275053,0.2281449893390192,0.49680170575692967,0.12153518123667377,0.08102345415778252,0.027718550106609813,0.010660980810234541,0.0,0.0,0.0
MDRNv,0.0410958904109589,0.4657534246575342,0.3287671232876712,0.1643835616438356,0.0,0.0,0.0,0.0,0.0,0.0
PARN,0.05174701459531181,0.26271561256081377,0.2450243255196815,0.18752764263600177,0.15656789031402032,0.06191950464396285,0.026094648385670053,0.00221141088014153,0.004865103936311366,0.001326846528084918
PGRNd,0.108843537414966,0.0,0.39455782312925175,0.3197278911564626,0.01360544217687075,0.16326530612244897,0.0,0.0,0.0,0.0
PGRNl,0.02150537634408602,0.27956989247311825,0.1075268817204301,0.08602150537634408,0.3763440860215054,0.05376344086021505,0.03225806451612903,0.04301075268817204,0.0,0.0
PRP,0.07468879668049795,0.13381742738589214,0.39419087136929465,0.22717842323651458,0.09647302904564317,0.05601659751037345,0.017634854771784236,0.0,0.0,0.0
MV,0.07951482479784368,0.25134770889487873,0.2607816711590297,0.22708894878706204,0.05727762803234502,0.06603773584905662,0.005390835579514825,0.008086253369272238,0.03369272237196766,0.01078167115902965
SPIV,0.15476190476190474,0.17857142857142855,0.11904761904761903,0.3571428571428571,0.15476190476190474,0.011904761904761904,0.023809523809523808,0.0,0.0,0.0
CENT,0.06871489924017178,0.1747604889329369,0.2259663032705649,0.2081268582755203,0.1698050875454245,0.05946481665014866,0.05517013544763793,0.025107367030062767,0.007928642220019821,0.004955401387512388
CUL,0.0,0.3804347826086956,0.3695652173913043,0.10869565217391304,0.010869565217391304,0.09782608695652174,0.03260869565217391,0.0,0.0,0.0
DEC,0.0,0.11538461538461539,0.6538461538461537,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
FOTU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIM,0.010309278350515464,0.31958762886597936,0.14432989690721648,0.05154639175257732,0.11340206185567009,0.19587628865979378,0.020618556701030927,0.08247422680412371,0.06185567010309278,0.0
AN,0.19999999999999998,0.35652173913043467,0.21739130434782605,0.13913043478260867,0.08695652173913042,0.0,0.0,0.0,0.0,0.0
COPY,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
PFL,0.0,0.22772277227722773,0.019801980198019802,0.039603960396039604,0.1089108910891089,0.099009900990099,0.019801980198019802,0.099009900990099,0.07920792079207921,0.1386138613861386
FL,0.0,0.3636363636363636,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
